X,TI,AB,CARP..Yes.No.,Exact.Lower.Bounds,Heuristics,Evolutionary,Variant,Alt_variant,Investigate,Comments,Source,author,year,title,journal
"FENG L, 2012, 2012 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)",AN EVOLUTIONARY SEARCH PARADIGM THAT LEARNS WITH PAST EXPERIENCES,"A MAJOR DRAWBACK OF EVOLUTIONARY OPTIMIZATION APPROACHES IN THE LITERATURE IS THE APPARENT LACK OF AUTOMATED KNOWLEDGE TRANSFERS AND REUSE ACROSS PROBLEMS. PARTICULARLY, EVOLUTIONARY OPTIMIZATION METHODS GENERALLY START A SEARCH FROM SCRATCH OR GROUND ZERO STATE, INDEPENDENT OF HOW SIMILAR THE GIVEN NEW PROBLEM OF INTEREST IS TO THOSE OPTIMIZED PREVIOUSLY. IN THIS PAPER, WE PRESENT A STUDY ON THE TRANSFER OF KNOWLEDGE IN THE FORM OF USEFUL STRUCTURED KNOWLEDGE OR LATENT PATTERNS THAT ARE CAPTURED FROM PREVIOUS EXPERIENCES OF PROBLEM-SOLVING TO ENHANCE FUTURE EVOLUTIONARY SEARCH. THE ESSENTIAL CONTRIBUTIONS OF OUR PRESENT STUDY INCLUDE THE MEME LEARNING AND MEME SELECTION PROCESSES. IN CONTRAST TO EXISTING METHODS, WHICH DIRECTLY STORE AND REUSE SPECIFIC PROBLEM SOLUTIONS OR PROBLEM SUB-COMPONENTS, THE PROPOSED APPROACH MODELS THE STRUCTURED KNOWLEDGE OF THE STRATEGY BEHIND SOLVING PROBLEMS BELONGING TO SIMILAR DOMAIN, I.E., VIA LEARNING THE MAPPING FROM PROBLEM TO ITS CORRESPONDING SOLUTION, WHICH IS ENCODED IN THE FORM OF IDENTIFIED KNOWLEDGE REPRESENTATION. IN THIS MANNER, KNOWLEDGE TRANSFER CAN BE CONDUCTED ACROSS PROBLEMS, FROM DIFFERING PROBLEM SIZE, STRUCTURE TO REPRESENTATION, ETC. A DEMONSTRATING CASE STUDY ON THE CAPACITATED ARC ROUTING PROBLEM (CARP) IS PRESENTED. EXPERIMENTS ON BENCHMARK INSTANCES OF CARP VERIFIED THE EFFECTIVENESS OF THE PROPOSED NEW PARADIGM.",1,0,1,1,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,YAO T;YAO X;HAN S;WANG Y;CAO D;WANG F,2017,MEMETIC ALGORITHM WITH ADAPTIVE LOCAL SEARCH FOR CAPACITATED ARC ROUTING PROBLEM,2017 IEEE 20TH INTERNATIONAL CONFERENCE ON INTELLIGENT TRANSPORTATION SYSTEMS (ITSC)
"SANTOS L, 2010, TRANSP RES PT B-METHODOL",AN IMPROVED ANT COLONY OPTIMIZATION BASED ALGORITHM FOR THE CAPACITATED ARC ROUTING PROBLEM,"THE CAPACITATED ARC ROUTING PROBLEM IS A WELL-STUDIED PROBLEM IN THE TRANSPORTATION/LOGISTICS/OR LITERATURE. THE PROBLEM CONSISTS OF IDENTIFYING THE MINIMUM COST ROUTES REQUIRED TO SERVICE (E.G., PICKUP OR DELIVER) DEMAND LOCATED ALONG THE EDGES OF A NETWORK. UNFORTUNATELY, THE PROBLEM BELONGS TO THE SET OF NP-HARD PROBLEMS: CONSEQUENTLY. NUMEROUS HEURISTIC AND METAHEURISTIC SOLUTION APPROACHES HAVE BEEN DEVELOPED TO SOLVE IT. IN THIS ARTICLE. AN ANT COLONY OPTIMIZATION BASED METAHEURISTIC IS PRESENTED. MODIFICATIONS ARE INTRODUCED FOR VARIOUS COMPONENTS OF THE ANT COLONY METAHEURISTICS: SPECIFICALLY FOR THOSE ASSOCIATED WITH THE ``INITIAL POPULATION'' THE ``ANT DECISION",1,0,1,1,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,SOLID K;KOMARUDIN K,2017,WATER TRUCK ROUTING AND SCHEDULING OPTIMIZATION IN MINING OPERATIONS WITH INVENTORY FUNCTION BASED ON MIXED INTEGER LINEAR PROGRAMMING,PROCEEDINGS OF 2017 INTERNATIONAL CONFERENCE ON INDUSTRIAL DESIGN ENGINEERING (ICIDE 2017)
"SANTOS L, 2009, COMPUT OPER RES",AN IMPROVED HEURISTIC FOR THE CAPACITATED ARC ROUTING PROBLEM,"THE CAPACITATED ARC ROUTING PROBLEM (CARP) IS AN IMPORTANT AND PRACTICAL PROBLEM IN THE OR LITERATURE. IN SHORT, THE PROBLEM IS TO IDENTIFY ROUTES TO SERVICE (E.G.. PICKUP OR DELIVER) DEMAND LOCATED ALONG THE EDGES OF A NETWORK SUCH THAT THE TOTAL COST OF THE ROUTES IS MINIMIZED. IN GENERAL, A SINGLE ROUTE CANNOT SATISFY THE ENTIRE DEMAND DUE TO CAPACITY CONSTRAINTS ON THE VEHICLES. CARP BELONGS TO THE SET OF NP-HARD PROBLEMS, CONSEQUENTLY NUMEROUS HEURISTIC AND METAHEURISTIC SOLUTION APPROACHES HAVE BEEN DEVELOPED TO SOLVE IT. IN THIS PAPER AN ``ELLIPSE RULE'' BASED HEURISTIC IS PROPOSED FOR THE CARP. THIS APPROACH IS",1,0,1,0,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,SHANG R;DU B;MA H;JIAO L;XUE Y;STOLKIN R,2016,IMMUNE CLONAL ALGORITHM BASED ON DIRECTED EVOLUTION FOR MULTI-OBJECTIVE CAPACITATED ARC ROUTING PROBLEM,APPLIED SOFT COMPUTING
"LACOMME P, 2001, SIMULATION IN INDUSTRY 2001",AN INTEGER LINEAR MODEL FOR GENERAL ARC ROUTING PROBLEMS,"THIS RESEARCH FOCUSES ON AN EXTENDED VERSION OF THE CAPACITATED ARE ROUTING PROBLEM (CARP), OBTAINED BY ADDING SEVERAL REALISTIC CONSTRAINTS TO THE BASIC PROBLEM. WE PROPOSE AN INTEGER LINEAR MODEL FOR THIS EXTENDED CARP (E-CARP) AND AN IMPLEMENTATION IN THE XPRESS MODELLING LANGUAGE. A SET OF I I BENCHMARK PROBLEMS IS BUILT TO EVALUATE THE PRACTICAL USEFULNESS OF THE NEW MODEL. THESE EXAMPLES RESULT FROM MODIFICATIONS OF SOME CARP INSTANCES AVAILABLE IN THE LITERATURE. FOR SMALL AND MIDDLE SCALE INSTANCES THE MODEL ALLOWS TO COMPUTE OPTIMAL SOLUTIONS OR HIGH-QUALITY SOLUTIONS IN ACCEPTABLE COMPUTATIONAL TIME LIMITS. THE E-CARP IS A STEP TOWARDS MORE REALISTIC ARC ROUTING MODELS, LIKE THE ONES OCCURRING IN MUNICIPAL WASTE COLLECTION.",1,1,0,0,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,RIQUELME RODRIGUEZ JP;GAMACHE M;LANGEVIN A,2016,LOCATION ARC ROUTING PROBLEM WITH INVENTORY CONSTRAINTS,COMPUTERS \& OPERATIONS RESEARCH
"CANDIDA MOURAO M, 2017, NETWORKS",AN UPDATED ANNOTATED BIBLIOGRAPHY ON ARC ROUTING PROBLEMS,"THE NUMBER OF ARC ROUTING PUBLICATIONS HAS INCREASED SIGNIFICANTLY IN THE LAST DECADE. SUCH AN INCREASE JUSTIFIES A SECOND ANNOTATED BIBLIOGRAPHY, A SEQUEL TO CORBERAN AND PRINS (NETWORKS 56 (2010), 50-69), DISCUSSING ARC ROUTING STUDIES FROM 2010 ONWARDS. THESE STUDIES ARE GROUPED INTO THREE MAIN SECTIONS: SINGLE VEHICLE PROBLEMS, MULTIPLE VEHICLE PROBLEMS AND APPLICATIONS. EACH MAIN SECTION CATALOGS PROBLEMS ACCORDING TO THEIR SPECIFICS. SECTION 2 IS THEREFORE COMPOSED OF FOUR SUBSECTIONS, NAMELY: THE CHINESE POSTMAN PROBLEM, THE RURAL POSTMAN PROBLEM, THE GENERAL ROUTING PROBLEM (GRP) AND ARC ROUTING PROBLEMS (ARPS) WITH PROFITS. SECTION 3, DEVOTED TO THE MULTIPLE VEHICLE CASE, BEGINS WITH THREE SUBSECTIONS ON THE CAPACITATED ARC ROUTING PROBLEM (CARP) AND THEN DELVES INTO SEVERAL VARIANTS OF MULTIPLE ARPS, ENDING WITH GRPS AND PROBLEMS WITH PROFITS. SECTION 4 IS DEVOTED TO APPLICATIONS, INCLUDING DISTRIBUTION AND COLLECTION ROUTES, OUTDOOR ACTIVITIES, POST-DISASTER OPERATIONS, ROAD CLEANING AND MARKING. AS NEW APPLICATIONS EMERGE AND EXISTING APPLICATIONS CONTINUE TO BE USED AND ADAPTED, THE FUTURE OF ARC ROUTING RESEARCH LOOKS PROMISING. (C) 2017 WILEY PERIODICALS, INC. NETWORKS, VOL. 70(3), 144-194 2017",1,1,1,1,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,Review,,CORTINHAL MJ;MOURAO MC;NUNES AC,2016,LOCAL SEARCH HEURISTICS FOR SECTORING ROUTING IN A HOUSEHOLD WASTE COLLECTION CONTEXT,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH
"LIU M, 2014, TRANSP RES PT C-EMERG TECHNOL",APPLICATION SPECIFIC INSTANCE GENERATOR AND A MEMETIC ALGORITHM FOR CAPACITATED ARC ROUTING PROBLEMS,"CAPACITATED ARC ROUTING PROBLEM (CARP) IS A WELL KNOWN COMBINATORIAL PROBLEM THAT REQUIRES IDENTIFYING MINIMUM TOTAL DISTANCE TRAVELED BY A FLEET OF VEHICLES IN ORDER TO SERVE A SET OF ROADS WITHOUT VIOLATING THE VEHICLES' CAPACITY CONSTRAINTS. A NUMBER OF OPTIMIZATION ALGORITHMS HAVE BEEN PROPOSED OVER THE YEARS TO SOLVE BASIC CARPS AND THEIR PERFORMANCE HAVE BEEN ANALYZED USING SELECTED BENCHMARK SUITES AVAILABLE IN LITERATURE. FROM AN APPLICATION POINT OF VIEW, THERE IS A NEED TO ASSESS THE PERFORMANCE OF ALGORITHMS ON SPECIFIC CLASS OF INSTANCES THAT RESEMBLE REALISTIC APPLICATIONS, E.G., INSPECTION OF ELECTRIC POWER LINES, GARBAGE COLLECTION, WINTER GRITTING ETC. IN THIS PAPER WE INTRODUCE A BENCHMARK GENERATOR THAT CONTROLS THE SIZE AND COMPLEXITY OF THE UNDERLYING ROAD NETWORK RESEMBLING A TARGET APPLICATION. IT ALLOWS GENERATION OF ROAD NETWORKS WITH MULTIPLE LANES, ONE-WAY/TWO-WAY ROADS AND VARYING DEGREE OF CONNECTEDNESS. FURTHERMORE, AN ALGORITHM CAPABLE OF SOLVING REAL LIFE CARP INSTANCES EFFICIENTLY WITHIN A FIXED COMPUTATIONAL BUDGET OF EVALUATIONS IS INTRODUCED. THE PROPOSED ALGORITHM, REFERRED TO AS MA-CARP, IS A MEMETIC ALGORITHM EMBEDDED WITH A SIMILARITY BASED PARENT SELECTION SCHEME INSPIRED BY MULTIPLE SEQUENCE ALIGNMENT, HYBRID CROSSOVERS AND A MODIFIED NEIGHBORHOOD SEARCH TO IMPROVE ITS RATE OF CONVERGENCE. THE MECHANISM OF TEST INSTANCE GENERATION IS PRESENTED FOR THREE TYPICAL SCENARIOS, NAMELY, INSPECTION OF ELECTRIC POWER LINES, GARBAGE COLLECTION AND WINTER GRITTING. THE CODE FOR THE GENERATOR IS AVAILABLE FROM HTTP://SEIT.UNSW.ADFA.EDU.AU/RESEARCH/SITES/MDO/RESEARCH-DATA/INSTANCEGE NERATOR.RAR. THE PERFORMANCE OF THE ALGORITHM IS COMPARED WITH A STATE-OF-THE-ART ALGORITHM FOR THREE GENERATED BENCHMARKS. THE RESULTS OBTAINED USING THE PROPOSED ALGORITHM ARE BETTER FOR ALL THE ABOVE INSTANCES CLEARLY HIGHLIGHTING ITS POTENTIAL FOR SOLVING CARP PROBLEMS. (C) 2014 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,0,1,1,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,DELL AMICO M;DIAZ JCD;HASLE G;IORI M,2016,AN ADAPTIVE ITERATED LOCAL SEARCH FOR THE MIXED CAPACITATED GENERAL ROUTING PROBLEM,TRANSPORTATION SCIENCE
"DOERNER KF, 2004, ANT COLONY OPTIMIZATION AND SWARM INTELLIGENCE, PROCEEDINGS",APPLYING ANT COLONY OPTIMIZATION TO THE CAPACITATED ARC ROUTING PROBLEM,NA,1,0,1,1,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,BACH L;LYSGAARD J;WOHLK S,2016,A BRANCH-AND-CUT-AND-PRICE ALGORITHM FOR THE MIXED CAPACITATED GENERAL ROUTING PROBLEM,NETWORKS
"VAN BEVERN R, 2014, OPER RES LETT",CONSTANT-FACTOR APPROXIMATIONS FOR CAPACITATED ARC ROUTING WITHOUT TRIANGLE INEQUALITY,"GIVEN AN UNDIRECTED GRAPH WITH EDGE COSTS AND EDGE DEMANDS, THE CAPACITATED ARC ROUTING PROBLEM (CARP) ASKS FOR MINIMUM-COST ROUTES FOR EQUAL-CAPACITY VEHICLES SO AS TO SATISFY ALL DEMANDS. CONSTANT-FACTOR POLYNOMIAL-TIME APPROXIMATION ALGORITHMS WERE PROPOSED FOR CARP WITH TRIANGLE INEQUALITY, WHILE CARP WAS CLAIMED TO BE NP-HARD TO APPROXIMATE WITHIN ANY CONSTANT FACTOR IN GENERAL. CORRECTING THIS CLAIM, WE SHOW THAT ANY FACTOR A APPROXIMATION FOR CARP WITH TRIANGLE INEQUALITY YIELDS A FACTOR A APPROXIMATION FOR THE GENERAL CARP. (C) 2014 ELSEVIER B.V. ALL RIGHTS RESERVED.",1,1,0,0,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,WILLEMSE EJ;JOUBERT JW,2016,SPLITTING PROCEDURES FOR THE MIXED CAPACITATED ARC ROUTING PROBLEM UNDER TIME RESTRICTIONS WITH INTERMEDIATE FACILITIES,OPERATIONS RESEARCH LETTERS
"MEI Y, 2014, IEEE TRANS EVOL COMPUT",COOPERATIVE COEVOLUTION WITH ROUTE DISTANCE GROUPING FOR LARGE-SCALE CAPACITATED ARC ROUTING PROBLEMS,"IN THIS PAPER, A DIVIDE-AND-CONQUER APPROACH IS PROPOSED TO SOLVE THE LARGE-SCALE CAPACITATED ARC ROUTING PROBLEM (LSCARP) MORE EFFECTIVELY. INSTEAD OF CONSIDERING THE PROBLEM AS A WHOLE, THE PROPOSED APPROACH ADOPTS THE COOPERATIVE COEVOLUTION (CC) FRAMEWORK TO DECOMPOSE IT INTO SMALLER ONES AND SOLVE THEM SEPARATELY. AN EFFECTIVE DECOMPOSITION SCHEME CALLED THE ROUTE DISTANCE GROUPING (RDG) IS DEVELOPED TO DECOMPOSE THE PROBLEM. ITS MERIT IS TWOFOLD. FIRST, IT EMPLOYS THE ROUTE INFORMATION OF THE BEST-SO-FAR SOLUTION, SO THAT THE QUALITY OF THE DECOMPOSITION IS UPPER BOUNDED BY THAT OF THE BEST-SOFAR SOLUTION. THUS, IT CAN KEEP IMPROVING THE DECOMPOSITION BY UPDATING THE BEST-SO-FAR SOLUTION DURING THE SEARCH. SECOND, IT DEFINES A DISTANCE BETWEEN ROUTES, BASED ON WHICH THE POTENTIALLY BETTER DECOMPOSITIONS CAN BE IDENTIFIED. THEREFORE, RDG IS ABLE TO OBTAIN PROMISING DECOMPOSITIONS AND FOCUS THE SEARCH ON THE PROMISING REGIONS OF THE VAST SOLUTION SPACE. EXPERIMENTAL STUDIES VERIFIED THE EFFICACY OF RDG ON THE INSTANCES WITH A LARGE NUMBER OF TASKS AND TIGHT CAPACITY CONSTRAINTS, WHERE IT MANAGED TO OBTAIN SIGNIFICANTLY BETTER RESULTS THAN ITS COUNTERPART WITHOUT DECOMPOSITION IN A MUCH SHORTER TIME. FURTHERMORE, THE BEST-KNOWN SOLUTIONS OF THE EGL-G LSCARP INSTANCES ARE MUCH IMPROVED.",1,0,1,1,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,WILLEMSE EJ;JOUBERT JW,2016,BENCHMARK DATASET FOR UNDIRECTED AND MIXED CAPACITATED ARC ROUTING PROBLEMS UNDER TIME RESTRICTIONS WITH INTERMEDIATE FACILITIES,DATA IN BRIEF
"BENSEDIRA B, 2016, PROCEEDINGS OF 2016 8TH INTERNATIONAL CONFERENCE ON MODELLING, IDENTIFICATION \& CONTROL (ICMIC 2016)",CRO-CARP: A CHEMICAL REACTION OPTIMIZATION FOR CAPACITATED ARC ROUTING PROBLEM,"CAPACITATED ARC ROUTING PROBLEM (CARP) IS KNOWN AS AN NP-HARD COMBINATORIAL OPTIMIZATION PROBLEM. CHEMICAL REACTION OPTIMIZATION (CRO) IS A RECENT METAHEURISTIC INSPIRED BY THE NATURE OF CHEMICAL REACTIONS OF MOLECULES AND THE MECHANISM OF ENERGY REDISTRIBUTION. CRO HAS BEEN SUCCESSFULLY EXPLOITED FOR SOLVING A BROAD FAMILY OF CONTINUOUS AND DISCRETE OPTIMIZATION PROBLEMS. IN THIS PAPER, WE PROPOSE CRO-CARP A CRO-BASED ALGORITHM FOR SOLVING CARP, WHERE THE POTENTIAL SOLUTION OF CARP IS ENCODED IN A MOLECULE AS A SEQUENCE OF REQUIRED ARCS. THE EXPERIMENTAL RESULTS DEMONSTRATE CLEARLY THAT CRO-CARP HAS SUPERIOR PERFORMANCE WHEN COMPARED WITH OTHER EXISTING OPTIMIZATION APPROACHES SUCH AS GENETIC ALGORITHM, ANT COLONY OPTIMIZATION, TABU SEARCH AND GREEDY RANDOMIZED ADAPTIVE SEARCH PROCEDURE (GRASP) OPTIMIZATION.",1,0,1,0,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,CHEN Y;HAO JK;GLOVER F,2016,A HYBRID METAHEURISTIC APPROACH FOR THE CAPACITATED ARC ROUTING PROBLEM,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH
"BODE C, 2012, OPER RES",CUT-FIRST BRANCH-AND-PRICE-SECOND FOR THE CAPACITATED ARC-ROUTING PROBLEM,"THIS PAPER PRESENTS THE FIRST FULL-FLEDGED BRANCH-AND-PRICE (BAP) ALGORITHM FOR THE CAPACITATED ARC-ROUTING PROBLEM (CARP). PRIOR EXACT SOLUTION TECHNIQUES EITHER RELY ON CUTTING PLANES OR THE TRANSFORMATION OF THE CARP INTO A NODE-ROUTING PROBLEM. THE DRAWBACKS ARE EITHER MODELS WITH INHERENT SYMMETRY, DENSE UNDERLYING NETWORKS, OR A FORMULATION WHERE EDGE FLOWS IN A POTENTIAL SOLUTION DO NOT ALLOW THE RECONSTRUCTION OF UNIQUE CARP TOURS. THE PROPOSED ALGORITHM CIRCUMVENTS ALL THESE DRAWBACKS BY TAKING THE BENEFICIAL INGREDIENTS FROM EXISTING CARP METHODS AND COMBINING THEM IN A NEW WAY. THE FIRST STEP IS THE SOLUTION OF THE ONE-INDEX FORMULATION OF THE CARP IN ORDER TO PRODUCE STRONG CUTS AND AN EXCELLENT LOWER BOUND. IT IS KNOWN THAT THIS BOUND IS TYPICALLY STRONGER THAN RELAXATIONS OF A PURE SET-PARTITIONING CARP MODEL. SUCH A SET-PARTITIONING MASTER PROGRAM RESULTS FROM A DANTZIG-WOLFE DECOMPOSITION. IN THE SECOND PHASE, THE MASTER PROGRAM IS INITIALIZED WITH THE STRONG CUTS, CARP TOURS ARE ITERATIVELY GENERATED BY A PRICING PROCEDURE, AND BRANCHING IS REQUIRED TO PRODUCE INTEGER SOLUTIONS. THIS IS A CUT-FIRST BAP-SECOND ALGORITHM AND ITS MAIN FUNCTION IS, IN FACT, THE SPLITTING OF EDGE FLOWS INTO UNIQUE CARP TOURS.",1,0,1,0,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,REGO C;GAMBOA D;GLOVER F,2016,DOUBLY-ROOTED STEM-AND-CYCLE EJECTION CHAIN ALGORITHM FOR THE ASYMMETRIC TRAVELING SALESMAN PROBLEM,NETWORKS
"SINGH AP, 2014, 2014 47TH HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES (HICSS)",DECISION SUPPORT FOR CAPACITATED ARC ROUTING FOR PROVIDING MUNICIPAL WASTE AND RECYCLING SERVICES,"THIS PAPER DESCRIBES THE DESIGN, DEVELOPMENT AND INITIAL EVALUATION OF A DECISION SUPPORT SYSTEM (DSS) FOR CAPACITATED ARC ROUTING. THE RESEARCH WAS MOTIVATED FROM A COLLABORATION PROJECT WITH THE CITY OF CALGARY BUSINESS UNIT FOR WASTE \&RECYCLING SERVICES (WRS). THEIR SERVICES COVER RESIDENTIAL WASTE COLLECTION FOR 306,000 RESIDENTIAL HOMES. INTELLIGENT DECISION SUPPORT WAS NEEDED TO ADDRESS THE INCREASING BUSINESS COMPLEXITY AND THE NEED FOR HIGHER EFFICIENCY AND TRANSPARENCY OF DECISION-MAKING PROCESSES. THE PROPOSED ROUTING IS INCORPORATING SEASONAL TRENDS OF WASTE CREATION. THE SEASONAL CHANGES ARE BETWEEN 10.000 (LOW) TO 25000 (PEAK) TONS PER MONTH FOR THE WHOLE CITY. DIFFERENT ARC ROUTINGS APPLY FOR DIFFERENT AMOUNTS OF WASTE. A PROTOTYPE DSS WAS DEVELOPED WITH SEVERAL COMPONENTS INCLUDING ONE FOR PREDICTION OF WASTE AMOUNTS AND ONE FOR ARC ROUTING OF TRUCKS. THE PAPER DESCRIBES THE METHODOLOGY, THE EXISTING DSS-WRS PROTOTYPE IMPLEMENTATION AND PRELIMINARY RESULTS FROM ITS CASE STUDY IMPLEMENTATION.",1,0,1,0,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,VECCHI TPB;SURCO DF;CONSTANTINO AA;STEINER MTA;JORGE LMM;RAVAGNANI MASS;PARAISO PR,2016,A SEQUENTIAL APPROACH FOR THE OPTIMIZATION OF TRUCK ROUTES FOR SOLID WASTE COLLECTION,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION
"HAGHANI A, 2001, TRANSPORTATION NETWORK MODELING 2001: PLANNING AND ADMINIATRATION",DECISION SUPPORT SYSTEM FOR SNOW EMERGENCY VEHICLE ROUTING - ALGORITHMS AND APPLICATION,"THE RESULTS OF RESEARCH CONDUCTED TO DEVELOP A DECISION SUPPORT SYSTEM FOR ASSISTING THE MARYLAND STATE HIGHWAY ADMINISTRATION OFFICE OF MAINTENANCE STAFF IN DESIGNING SNOW EMERGENCY ROUTES FOR CALVERT COUNTY ARE PRESENTED. THE RESEARCH DEALS WITH THE PROBLEM OF DESIGNING EFFICIENT ROUTES FOR SALTING TRUCKS IN SNOW EMERGENCIES. THE TASK IS FORMULATED FOR MATHEMATICAL OPTIMIZATION AND CLASSIFIED AS A CAPACITATED RURAL POSTMAN PROBLEM. THE CAPACITATED ARC ROUTING PROBLEM HAS BEEN SHOWN TO BE NONPOLYNOMIAL HARD. SEVERAL HEURISTIC OPERATIONS ARE DESCRIBED, AND AN ALGORITHM THAT IS A COMBINATION OF THESE OPERATIONS IS PROPOSED TO SOLVE THE REAL-WORLD SNOW EMERGENCY VEHICLE ROUTING PROBLEMS IN CALVERT COUNTY. THE RESULTS OF THE IMPLEMENTATIONS INDICATE THAT SUCH A SYSTEM MAY ACHIEVE IMPROVEMENTS IN SERVICE AND SAVINGS IN OPERATIONAL COSTS.",1,0,1,0,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,HALVORSEN WEARE EE;SAVELSBERGH MWP,2016,THE BI-OBJECTIVE MIXED CAPACITATED GENERAL ROUTING PROBLEM WITH DIFFERENT ROUTE BALANCE CRITERIA,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH
"MEI Y, 2013, 2013 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)",DECOMPOSING LARGE-SCALE CAPACITATED ARC ROUTING PROBLEMS USING A RANDOM ROUTE GROUPING METHOD,"IN THIS PAPER, A SIMPLE BUT EFFECTIVE RANDOM ROUTE GROUPING (RRG) SCHEME IS DEVELOPED TO DECOMPOSE THE LARGE-SCALE CAPACITATED ARC ROUTING PROBLEM (LSCARP). A THEORETICAL ANALYSIS IS GIVEN TO SHOW THAT THE DECOMPOSITION IS GUARANTEED TO BE IMPROVED BY RRG ALONG WITH THE IMPROVEMENT OF THE BEST-SOFAR SOLUTION DURING THE SEARCH PROCESS. THEN, RRG IS COMBINED WITH A COOPERATIVE CO-EVOLUTION MODEL TO SOLVE LSCARP. THE EXPERIMENTAL RESULTS ON THE EGL-G LSCARP SET SHOWED THAT GIVEN THE SAME COMPUTATIONAL BUDGET, THE PROPOSED APPROACH OBTAINED MUCH BETTER RESULTS THAN ITS COUNTERPART WITHOUT USING DECOMPOSITION.",1,0,1,1,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,SHANG R;MA H;WANG J;JIAO L;STOLKIN R,2016,IMMUNE CLONAL SELECTION ALGORITHM FOR CAPACITATED ARC ROUTING PROBLEM,SOFT COMPUTING
"GAETANI F, 2002, MODELING AND CONTROL IN ENVIRONMENTAL ISSUES 2001",DEVELOPMENT AND APPLICATION OF AN EFFICIENT PROCEDURE FOR FLEET SIZE AND ROUTE DETERMINATION FOR SOLID WASTE COLLECTION IN URBAN AREAS,"THE CONSIDERED PROBLEM IS FORMALIZED AT A PLANNING LEVEL, AND CAN BE VIEWED AS A NON-TRIVIAL GENERALIZATION OF WELL-KNOWN NP-HARD PROBLEMS AS CAPACITATED ARC ROUTING PROBLEM, THUS IT WAS DECIDED TO DEVELOP A NEW APPROACH, PARTLY BASED ON A GREEDY HEURISTIC. THE PROPOSED PROCEDURE WAS IMPLEMENTED USING C++ LANGUAGE, AND HAS BEEN APPLIED TO A LARGE DISTRICT OF GENOVA, A CITY LOCATED IN THE NORTH-WESTERN COAST OF ITALY. THE BEST SOLUTION FOUND HAS MADE POSSIBLE A 5\% REDUCTION IN THE PRESENT OPERATING COST AND THE REDUCTION OF THE NUMBER OF VEHICLE TYPES REQUIRED. THE CONSIDERED PROBLEM IS MADE COMPLEX BY THE HETEROGENEITY OF THE FLEET AND BY CONSTRAINTS CHARACTERIZING THE VARIOUS STREETS TO BE SERVICED. COPYRIGHT (C) 2001 IFAC.",1,0,1,1,Capacitated Arc Routing Problem,Capacitated Arc Routing Problem,,,,SHANG R;DAI K;JIAO L;STOLKIN R,2016,IMPROVED MEMETIC ALGORITHM BASED ON ROUTE DISTANCE GROUPING FOR MULTIOBJECTIVE LARGE SCALE CAPACITATED ARC ROUTING PROBLEMS,IEEE TRANSACTIONS ON CYBERNETICS
